"DESCRIPTION"	"SKILL"	"SKILL_ACTIVE"
"DEMO FLT PHASE CRUISING: MSG PRINTER (20"	"EA"	"EA"
"FWD BELLY FAIRING PANEL 196EB 8 EA STUDS AND WASHERS DAMAGE"	"AP"	"AP"
"LH WING V/C NO #2 LIPS SEAL WAS TEAR OFF"	"WSST"	"WSST"
"RH WING V/C NO#25 LIPS SEAL TEAR OFF"	"WSST"	"WSST"
"LH WING FLAPTRACK MOVABLE FAIRING #4 ERO"	"WSPT,WSST"	"WSPT"
"FINDING LESSOR : WATER LEAK AT THE FAUCE"	"CBN"	"CBN"
"LH WING FLAPTRACK MOVABLE FAIRING #4 PLA"	"AP,WSPT,WSST"	"AP"
"RH WING OUTB. AND INB. FLAP PANEL NEED R"	"STR"	"STR"
"AFT BELLY FAIRING PANEL 197BB 18 EA SCRE"	"AP"	"AP"
"SNUBBER DOOR FCRC WEAK"	"CBN"	"CBN"
"SNUBBER FCRC FOLDING TABLE UNPROPER INST"	"CBN"	"CBN"
"ATTD SEAT DOOR 4RH IN PAINT DISCOLORATION"	"CBN,WSSS"	"CBN"
"CAPTAIN SEAT SEATBELT LOCK LEVER LOOSE"	"CBN"	"CBN"
"LESSOR FINDINGS LIGHT PLATE AT FLAP/SLAT"	"EA,NA,WSPT"	"EA"
"FWD CARGO BALLMAT PANEL 132AF SCREW BAD"	"WSST"	"WSST"
"LENS OF LATERAL COVER DISCOLORATION ZONE AFT 1LH,2LH,3LH,4LH,5LH,6LH,7LH,8LH,9LH,10LH,11LH,12LH,13LH"	"CBN"	"CBN"
"FWD CARGO FLOOR PANEL 131HG NEED TO PAIN"	"WSPT,WSST"	"WSPT"
"FWD CARGO E-COMP FLOOR PANEL 121HF ERROT"	"WSPT,WSST"	"WSPT"
"FLOOR PANEL 251FG SCRATCH"	"CBN,WSST"	"CBN"
"FLOOR PANEL 241TF SEVERE SCRATCH"	"CBN,WSST"	"CBN"
"ENGINE #3 RH T/R BLOCKER DOOR NO.2 WIRE"	"WSST"	"WSST"
"ENG #2 OGV 1EA POSS 7 O''CLOCK TAKEN FOR"	"AP"	"AP"
"LIFEVEST POST 36K DIFFERENT PN"	"CBN"	"CBN"
"HYDRAULIC FLUID BLUE SYSTEM FIND PARTICU"	"AP"	"AP"
"LAV E PAINT OF COVER OXYGEN BOX MASK BAD"	"WSCN"	"EA"
"ALL ATTD SEAT COVER DIRTY"	"WSLS,WSSW"	"WSLS"
"PAD FWD SIDE SLIDING WINDOW RH TEAR OFF"	"CBN"	"CBN"
"PAD FWD SIDE SLIDING WINDOW LH TEAR OFF"	"CBN"	"CBN"
"BONDING JUMPER BROKEN NEAR 11 JG 1 AT LH"	"EA"	"EA"
"FWD CARGO - FWD PARTITION PANEL 132CW FOUND PUNCTURE"	"WSPT,WSST"	"WSPT"
"PAN FLOOR LAV L62 BROKEN"	"CBN"	"CBN"
"SCREW AND CLIPNUT HANDRAIL BAD CONDITION"	"CBN"	"CBN"
"ALL WASTE FLAPPER GALLEY SIGN PAINT PEEL"	"WSPT"	"WSPT"
"ALL COVER HANDLE PAX DOOR PAINT PEEL OFF"	"WSPT"	"WSPT"
"ENG #2 THC PN : 397B030000 TAKEN FOR PK - GPS"	"AP,EA"	"AP"
"EXT FUSELAGE SKIN BTW STA 992.8 - 1006 S"	"NA,STR,WSNC"	"NA"
"FWD SVC DOOR HARD TO CLOSE"	"CBN"	"CBN"
"HARNESS ASSY CAPTAIN SEAT TAKEN FOR PK-G"	"CBN"	"CBN"
"MIXER UNIT INSULATION DUCT TEAR OFF ABOV"	"EA"	"EA"
"SCREW HANDLE ASSIST DOOR 1RH AND 1LH WERE TAKEN FOR PK-GPS"	"CBN"	"CBN"
"RH WING SCREW TANK PANEL 642 EB BAD COND"	"AP"	"AP"
"ENG#2 RIVET INLET COWL HAS LOOSEN 2EA"	"AP,WSNC,WSSR"	"AP"
"AFT CRG CEILLING PNL SUPPORT LIGHT CORROSION AT FR54 RH"	"STR,WSPT,WSST"	"STR"
"DOOR #4 LH 2 EA HOIST POINT COVER TEAR O"	"WSPT"	"WSPT"
"FOUND THREAD BROKEN AND LIGHT CORROSION"	"EA"	"EA"
"SEAT TRACK HAS CORROSION BETWEEN FR 73-74 -Y1447.8"	"NA,STR,WSPT"	"NA"
"RH WING SHROUD BOX TRAILING EDGE RIVET L"	"STR"	"STR"
"PAX WINDOW OUTTERPANE SCRATCH POS 5LH, 6"	"CBN,WSCB"	"CBN"
"LH WING FX FAIRING #5 RUBBER SEAL POS FWD BROKEN"	"AP"	"AP"
"FLOOR SUPPORT FRAME FOUND LIGHT BEND AT"	"STR,WSNC,WSPT"	"STR"
"VERSTAB L/E PANEL 324 CT WAS PAINT EROTI"	"WSPT,WSST"	"WSPT"
"FWD CARGO SHROUD LH #1 HAS DAMAGE"	"AP,WSPT,WSSR"	"AP"
"SCREW UPPER BACK OF 2LH ATTD SEAT MISSIN"	"WSSS"	"WSSS"
"LOWER LINING DOOR 3LH/RH (FIN 834KZ & 84"	"CBN,WSCB,WSSS"	"CBN"
"RIVET LOWER PANEL OF GALLEY 7AFT ATTD SE"	"WSSS"	"WSSS"
"YELLOW HO RELIEF VALVE PORT A & F FOUND BLACK DEPOSITE"	"AP"	"AP"
"FCSC TAKEN FOR PK-GPF"	"EA"	"EA"
"FWD NOSE L/G DOOR SEAL HAS TEAR 2 EA."	"AP"	"AP"
"FCPC #3 TAKEN FOR PK-GPF REF AML SEQ 64"	"EA"	"EA"
"ALL DOOR WAY FOUND LOWER LAMINATE BAD CODITION POST FWD AND AFT ENTRYSERVICE"	"WSCN"	"WSCN"
"ENGINE#1 EDP CASE DRAIN FILTER POP OUT"	"AP"	"AP"
"RH ENG NOSE COWL I/B &O/B ERROTION"	"WSPT,WSSR"	"WSPT"
"""DOOR FRAME LINING AFT 272FW, 272GW, 272HW, 272JW, 272KW, 272LW PAINT DISCOLORATION"""	"CBN,WSCB,WSSS"	"CBN"
"AFT CARGO FLOOR ON RH SECTION ASSY SEALING AT FR63 CORRODED"	"STR,WSNC,WSPT"	"STR"
"ENG #1 INLET COWL PN 745-3400-507 NEED TO REMOVE D/T ENG SENT TO OEM"	"AP,EA"	"EA"
"CEILING GALLEY UPPER F203 SCRATCH"	"WSCB,WSSS"	"CBN"
"AFT CARGO SCREW CEILING LINING BROKEN 10"	"AP"	"AP"
"PLACARD NUMBERING M107,M110,M201A,M202B,M203,M206A,M206BBROKEN"	"CBN,WSPT"	"CBN"
"(LESSOR FINDING)TOILET FLUSH HAS STICKER IN HINDI"	"CBN"	"CBN"
"(LESSOR FINDING) RH wing scan light cover screw head rounded"	"EA"	"EA"
"RIGHT RAM AIR DUCT CABEL BONDING NOT PRO"	"AP,EA"	"AP"
"(LESSOR FINDING) Avionics compartment needs cleaning"	"EA"	"EA"
"LH PYLON FIRE SEALFOUND TORN"	"AP"	"EA"
"AFT CARGO FLOOR ON SECTION CORNER AT FR49 TO FR51, STGR 38LH CORROSION."	"STR,WSNC,WSPT"	"STR"
"AFT CABIN COMPT BTW FR.68-FR.69 STGR 23LH SHOP HEAD RIVET AT WEB CORROSION"	"STR"	"STR"
"ALL CUSHION OF FWD O/B ATTD SEAT ERODED"	"WSSS"	"WSSS"
"LH WING FLAP FWD FIXED FAIRING #2 SEAL H"	"AP,STR"	"AP"
"LH WING FLAP FWD FIXED FAIRING #3 SEAL H"	"AP,STR"	"AP"
"BRACKET EEC NOT COMPLETE"	"EA"	"EA"
"FWD CARGO FLOOR BEAM AT FR 28 STR 38L-38R CORRODED"	"STR"	"STR"
"LESSOR FINDING - 471CR BLADE SEAL IS WORN. Y SEAL IS WORN"	"AP"	"AP"
"LESSOR FINDING - DADO RH 51-53 LABELLED U/S PROVIDE MDR TO MAKE SERVICEABLE. DECOR FOIL IS DAMAGED,"	"CBN,WSCN"	"EA"
"LESSOR FINDING - DADO RH 45-47 LABELLED U/S PROVIDE MDR TO MAKE SERVICEABLE. DECOR FOIL IS DAMAGED,"	"CBN,WSCN"	"CBN"
"LESSOR FINDING : OVH BIN DOOR SCRATCHED AT SEAT ROW 1DF, 11ABC, 11DEF, 14ABC AND15 ABC"	"WSCB"	"WSCB"
"LESSOR FINDING - AFT CARGO DOOR UPPER SCUFF PLATE (THRESHOLD PLATE, REF OIL CARGO 48) FOAM SEAL ON LOWER SIDE REQUIRES REPLACEMENT."	"AP"	"AP"
"AFT CARGO SIDEWALL 151KW FOUND PUNCTURE"	"AP,WSPT,WSST"	"EA"
"AFT CARGO FLOOR #3 HAS PUNCTURE"	"AP,STR"	"AP"
"EXTERNAL FUSELAGE SKIN AT FR.29 STGR 14RH-18RH EXISTING BLEND 3EA"	"STR,WSNC,WSPT"	"STR"
"RH ENG RH FAN COWL ACCESS DOOR STARTER VALVE OVER DRIVE BEARING PLATECHAFING"	"WSSR"	"WSSR"
"(FINDING LESOR)COMP 502 RH AFT CORNER AND BUMPER PLATE DIRTY / SIGN OF CORROTION"	"WSCN,WSSE"	"WSCN"
"LH SECONDARY H/E PLENUM DIFFUSER ASSY TAKEN FOR PK-GMV (AML BOOK 1 SEQ.61)"	"EA"	"EA"
"SWITCH LAV D AND LAV E LIGHT AT DOOR NOT FUNCTION"	"CBN"	"CBN"
"FRAME OF 1st OBS SEAT PAINT PEEL OFF"	"CBN,NA,WSSS"	"EA"
"TRIM COCKPIT PANEL PEDESTAL PAINT PEEL O"	"CBN,WSSS"	"EA"
"SEAL TRIM DOOR COCKPIT DIRTY"	"CBN"	"EA"
"ALL PAN FLOOR LAVATORY DIRTY"	"CBN,WSSS"	"EA"
"DOOR COMPARTMENT GALLEY 4 DIRTY"	"CBN"	"EA"
"RH HORSTAB TIP TRAILING EDGE LIGHTNING STRIKE"	"STR,WSNC,WSPT"	"STR"
"RH HORSTAB UPPER SURFACE BTW STAB STA 330.06-STAB BL 281.81 LIGHTNING STRIKE"	"STR,WSSR"	"STR"
"EXT F/L SKIN BTW BS 277-285.65 STR 24L-25L LIGHTNING STRIKE ON SKIN"	"AP,STR,WSNC,WSPT"	"AP"
"GALLEY 620A OUTSIDE SURFACE DOOR PEEL OF"	"CBN,WSCB,WSSS"	"CBN"
"AFT CARGO DOOR ACTUATOR FITTING FWD SIDE"	"AP"	"AP"
"LH WING L/E TO FRONT SPAR INBORAD OF NACELLE STRUT DENT"	"STR,WSNC"	"STR"
"ENGINE #1 O/B TB & I/B T/R ACCOUSTIC PANEL PAINT ERROSION"	"WSPT"	"EA"
"CREW OXY CYLINDER LOW PRESS POST LOWER"	"CBN"	"CBN"
"LH WING I/B AFT FLAP LOWER SURFACE SOME"	"WSPT,WSST"	"WSPT"
"ARMCAP BROKEN SEAT 23A"	"WSSS"	"WSSS"
"ENG#4 LH CORE COWL LATCH HOOK SURFACE DI"	"AP"	"AP"
"KRUEGER FLAP NO.3 INBOARD SEAL HAS TORN"	"AP"	"AP"
"RH WING RIB 4 AFT BONDING WAS BROKEN 2EA"	"AP,EA"	"AP"
"AFT CARGO SIDEWALL LH 3 TEAR"	"AP,STR"	"AP"
"VERSTAB LEADING EDGE BTW LE STA 260.1-269.4 DENT"	"AP,WSNC,WSSR"	"AP"
"PAX LIFEVEST POST 5D NEED SEND TO SHOP"	"CBN,NA"	"CBN"
"AFT RH LINNING DOOR PAINT DISCOLORATION"	"CBN,WSCN,WSSS"	"CBN"
"TOILET SERVICE DOOR BONDING CABLE FRAYED"	"EA"	"EA"
"WINDOW SHADE AT MAIN ENTRY DOOR #1L, #1R"	"CBN"	"CBN"
"SWEAPER SEAL AT LOWER LINNING DOOR #1 LH"	"CBN"	"CBN"
"BALLAST OF SIDEWALL CREW REST NOT FUNCTI"	"CBN"	"CBN"
"PAX DOOR SUPPORT WHEEL FAIRING ERODED"	"WSPT,WSSR"	"WSPT"
"RH MLG DOOR DISBOND"	"AP,WSNC,WSPT,WSSR"	"AP"
"RH WING CABLE BONDING VARIABLE CAMBER #2"	"AP,EA"	"AP"
"EXT FUSELAGE SKIN STA 235.8 - 243.7 STR 26L - 27L LIGHTNING STRIKE ON SKIN"	"CBN,NA,STR,WSNC,WSPT"	"CBN"
"AFT RH ESCAPE SLIDE NO EXPIRED DATE"	"CBN"	"CBN"
"SPARE LIFEVEST POST AFT RH LUG NEED SEND TO SHOP S/N : L695940"	"CBN"	"CBN"
"FWD CARGO DOOR HAS BENT AT SEAL RETAINER"	"STR,WSNC,WSPT"	"STR"
"SEAL AT PYLON PANEL 471BR BROKEN"	"AP"	"GAH402A1"
"RH AND LH WING L/G UP DN LOCK SENSOR TUB"	"EA"	"EA"
"TRIM CORNER LAVATORY BROKEN POST: CC17, DC15, DC16, CC12, FC3"	"AP,CBN"	"AP"
"SEAT COVER SEAT PAN POST DR1R,2LH,2RH,3R"	"CBN"	"CBN"
"RH HORSTAB ROOT LEADING EDGE PANEL HAS E"	"WSPT,WSSR"	"WSPT"
"FWD CARGO PDU BELT BROKEN STA.620 RH CE"	"AP"	"AP"
"ALL LAVATORY SHROUD PAINT DISCOLOURATION"	"CBN,WSCB,WSSS"	"CBN"
"BULB SERVICE LIGHT NOT ILL 15 EA"	"EA"	"EA"
"SEAL INSDIE DOOR GALLEY NOT INSTALLED POST. 5-11,5-12,4-09,8-10,10-13"	"CBN"	"CBN"
"FWD CARGO SIDEFLOOR 132JF PUNCTURE"	"AP,WSSR"	"GAH402A1"
"AFT CARGO FLOOR 151DF DELAMINATION"	"AP,WSSR"	"GAH402A1"
"AFT CARGO DOOR PANEL DOOMNUT BROKEN 2EA"	"NA,STR"	"NA"
"AFT CARGO SIDEFLOOR 151JF DELAMINATION"	"AP,WSSR"	"GAH402A1"
"AFT BULK CARGO DOOR CEILING CRACK AND PAINT PEEL OFF"	"AP,WSPT,WSSR"	"W403"
"SPARE LIFEVEST POST WINDSCREEN NEED SEND TO SHOP S/N : 10050940022"	"CBN"	"CBN"
"RH WING SLAT #5 O/B SEAL TEAR OFF"	"AP"	"GAH402A1"
"LAMINATED SIDEWALL WEAR OFF AND SCRATCH"	"CBN,WSCB"	"CBN"
"MAGAZINE POCKET BAD CONDITON AND BROKEN"	"CBN,WSCB,WSSS"	"CBN"
"FWD CARGO SIDEWALL 132TW HAS DELAMINATION"	"WSPT,WSST"	"WSPT"
"VIDEO MONITOR CAN'T EXTEND POS. 2RH AND 3RH"	"CBN"	"CBN"
"REPLACEMENT OF MODULE-HYD PUMP ( SWAP WI"	"EA"	"EA"
"ESR REQUESTREFF DB CHART SEQ #057CARRY OUT NDT DENT_ALLOWABLE_LH FUSELAGE SKIN AT BS 1010, STR 14L~15L"	"STR,WSNC"	"STR"
"ALL LINING DOOR EMERGENCY PAINT PEEL OFF"	"CBN,WSCN,WSSS"	"GAH402C1"
"EXT FUSELAGE SKIN LH SIDE BTW FR 5-6 DENTED 19"" ABOVE MIDLE LAP JOINT(REF DB#19)"	"NA,STR,WSNC,WSPT"	"W403"
"LH WING SLAT#2 AT LEADING EDGE DENTED (REF DB#11)"	"WSNC,WSPT,WSSR"	"GAH402A1"
"RH WING INBOARD FLAP LOWER SURFACE BTW RIB 4-5 DENTED (REF DB#10)"	"WSNC,WSPT,WSSR"	"W305"
"FAIRING ARMREST BROKEN POST ZONE B: 1K,"	"WSSS"	"WSSS"
"AFTER BITE TEST OEU 2-2-08 NOT RESPOND"	"CBN"	"CBN"
"ENG #1 I/B T/R HEAT SHIELD MULTI PUNCTURE"	"AP"	"GAH402A1"
"FAIRING ARMREST BROKE POST ZONE E: 14C,"	"NA,WSSS"	"NA"
"AFT CARGO DOOR CUTOUT SKIN SCRATCH BTW F"	"STR,WSNC,WSPT"	"STR"
"AFT RH ATTD SEAT BAD CONDITION"	"CBN,WSSS"	"GAH402C1"
"AFT CARGO PDU 1103MY11 BROKEN"	"AP,EA"	"AP"
"ENG #3 BLOCKER DOOR LH T/R POS 12.00 O`C"	"AP"	"AP"
"ENG#1 PRECOLLER PANEL FOUND CRACK"	"AP,WSST"	"AP"
"HYYD FLUID ANALYSIS BLUE RESULT OUT OF L"	"AP,NA"	"AP"
"ENG#2 IDG FOUND BLACK DEPOSIT AND SIGN O"	"AP"	"AP"
"WALL LAMINATED ON LAVATORY FC-1 PEEL OFF"	"WSCB"	"WSCB"
"UPPER SIDEWALL LAMINATE DISBONDING 24 DEF, 25DEF, 23DEF"	"WSCN"	"W402"
"BONDING JUMPER UPPER WING PYLON ENG 2 2E"	"EA"	"EA"
"ENG 2 I/B T/R FIREWALL SEAL FOUND TEAR AT UPPER SIDE"	"WSSR"	"WSSR"
"LH NLG DOOR BONDING BROKEN 1 EA"	"EA"	"EA"
"LESSOR FINDING - PAINT FLAKED ON OVHD INTEG LT KNOB"	"EA,WSPT"	"GAH402E1"
"NLG FIX DOOR SEAL TEAR OFF"	"AP"	"AP"
"REF PFR PACK 2 TEMP SENSOR (522HH8) STS"	"EA"	"EA"
"BLANKET AT LH OZONE CONVERTER BROKEN"	"EA"	"EA"
"UPPER BRACKET DOOR TRIM AT MED #5 LH WAS"	"STR"	"STR"
"UNDER OVEN AND COFFE MAKER GALLEY FOUND"	"CBN,WSCB"	"CBN"
"SCREW HINGE DOOR GALLEY NOT INSTALL 100"	"CBN"	"CBN"
"SIDE PANEL FOOTSTEP CAPT AND FO SEAT BRO"	"EA,WSCB,WSSS"	"EA"
"(FINDING LESSOR) Lav E Toilet Vacuum Control Valve found with severe leak stains(greenish)"	"CBN"	"GAH402C1"
"(FINDING LESSOR) Lav D Lav E Toilet Vacuum Control Valve found with leakstains (greenish)"	"CBN"	"GAH402C1"
"SOME OF WINDOW LIGHT NOT ILL"	"CBN"	"CBN"
"CB PACK INDICATION AT P12 POP OUT"	"EA"	"EA"
"(LESSOR FINDING) Galley 1 - closure seal on triangle panel fwd / OB sideof galley found torn"	"CBN,WSCN"	"GAH402C1"
"LESSOR FINDING - LH NAV LIGHT CAP LE ERRODED"	"EA"	"GAH402E1"
"LESSOR FINDING - MULTIPLE PITTING FOUND ON RH TE FLAP UNDERSURFACE"	"WSPT"	"W403"
"LESSOR FINDING - DENT FOUND ON LHW TE OUTBOARD OF CANOE FAIRING 4 ANDOB OF ENG2"	"WSSR"	"W305"
"LESSOR FINDING - RADOME - PAINT FLAKED AFT OF LH LATCH"	"WSPT"	"W403"
"WALL AFT SIDE L36 PEEL OFF"	"AP,CBN,WSCB"	"AP"
"WALL AFT SIDE L62 LOWER BROWN PEEL OFF"	"CBN,WSCB"	"CBN"
"LESSOR FINDING LH WALL PANEL AT COCKPIT ENTRANCE WITH SCATTERED MULTIPLEBUBBLINGACROSS THE FULL DOOR"	"WSCN,WSSS"	"W402"
"MONITOR LOOSE, POST 32B, 29ABC, 27B, 26B"	"WSSE"	"WSSE"
"COVER MONITOR CRACK, POST 31A,28B"	"WSSE"	"WSSE"
"INTERNAL BELLY FAIRING LH PLATE CLOSING AT FR 34 CRACK"	"STR"	"GAH406S1"
"LH WING FLAP CANOE NO#3 BULB SEAL HAS TEAR"	"STR"	"AP"
"AFT LH EMERGENCY DOOR LINING PAINT DISCO"	"CBN,NA,WSCN,WSSS"	"CBN"
"VERTICAL STABILIZER DORSAL FIN LEADING E"	"AP,WSPT"	"WSPT"
"BUSHING SCREW OF LIST GALLEY #1 POS UPPER WASTE COMPARTMENT WERE BROKEN"	"CBN"	"GAH406C1"
"AFT CARGO DOOR CUTOUT LATCH FITTINGS 1,"	"AP"	"AP"
"AREA LIGHT POST GALLEY A200, A100 NOT CO"	"CBN"	"CBN"
"FOUND MESSAGE 23-0330 SPEAKER DRIVE MODU"	"CBN"	"CBN"
"FWD CARGO FLOOR NEED RESEALANT"	"STR,WSNC"	"EA"
"AFT CARGO RH SIDEWALL NO.2 HAS DAMAGE"	"NA"	"EA"
"MAIN L/G BRAKE #9 PIN INDICATOR LEVEL WITH GUIDE"	"AP"	"AP"
"THE BOWL OF LAV D SCRATCH AND LEAK"	"CBN"	"EA"
"LH INNER TANK HAS MODERATE CONTAMINATION"	"AP"	"AP"
"PYLON #2 COMBO SEALS FOUND LEAK"	"AP"	"AP"
"PYLON #1 PRECOOLER FOUND LEAK"	"AP"	"AP"
"CABLE SHOE WAS BROKEN 2EA AT RH ENGINE FIRE LOOP SENSOR"	"EA"	"EA"
"LH WING I/B LEADING EDGE FRONT SPAR BTW"	"STR"	"STR"
"LH WING UPPER SURFACE FIXED L/E AT RIB 2"	"STR"	"STR"
"(LESSOR FINDING) Passenger oxygen drop down panel at seat row 26 ABC hasa brokenlatch- replace"	"CBN"	"CBN"
"(LESSOR FINDING) Lav D Toilet bowl spray"	"CBN"	"CBN"
"(LESSOR FINDING) Pax Seats R/H Row 10 E arm rest assembly loose / broken"	"WSSE"	"WSSE"
"(LESSOR FINDING) Pax Seats R/H Row 4 F arm rest end cap cracked- replace"	"WSSE"	"WSSE"
"OBSERVED DENT ON LH SLAT #4 IN AREA 3 (REFF DB #35)"	"WSNC,WSPT,WSSR"	"WSSR"
"(LESSOR FINDING) Pax Seats R/H Row 11 D"	"WSSE"	"WSSE"
"FWD CARGO DOOR LATCHING HANDLE SCRATCH"	"STR,WSNC,WSPT"	"STR"
"(LESSOR FINDING) Pax Seats R/H Row 28 F arm rest assembly loose / broken- repair/ replace"	"WSSE"	"WSSE"
"(LESSOR FINDING) No.1 Eng Spinner assemb"	"AP,Repair Eng/APU Material Painting"	"AP"
"(LESSOR FINDING) L/H horizontal stabiliz"	"WSSR"	"WSSR"
"AFT CARGO LOWER SIDE FLOOR LH#4"	"WSSR"	"WSSR"
"PAINT DAMAGE ON PANEL 191GL"	"WSPT"	"WSPT"
"LH WING TANK PANEL RIB 32 TO RIB 34 GASK"	"AP,STR"	"AP"
"LH WING TANK PANEL RIB 8 TO RIB 17 SEAL"	"AP,STR"	"AP"
"LH WING TANK PANEL RIB 1 TO RIB 8 GASKET"	"AP,STR"	"AP"
"RAM AIR INLET RETRACTABLE DOOR PAINT ERO"	"WSPT"	"WSPT"
"LESSOR FINDINGLOC. : RH ENGINE PYLONLESSOR COMMENT : REPLACE SEALPYLON FAIRING ASSY THUMBNAIL SEAL IS DAMAGED ON BOTH SIDES OF THE PANEL"	"AP"	"AP"
"LESSOR FINDINGLOC. : WHEEL WELL RHLESSOR COMMENT : REPLACE CHARTLANDING GEAR SERVICING CHART NOT LEGIBLE"	"AP"	"AP"
"LESSOR FINDINGLOC. : WHEEL WELL LEFT & RIGHTLESSOR COMMENT : REPLACE WORN AND DAMAGED SEALSBLADE SEALS ARE WORN AND SOME TORN"	"AP"	"AP"
"RH AND LH PFD ND KNOB PAINT PEEL OFF 6EA"	"EA,WSPT"	"EA"
"SOME OF PLACARDS LAVATORY WERE BAD CONDI"	"CBN,WSPT"	"CBN"
"LINING OF SLIDING WINDOW RH AND LH DISCO"	"CBN,WSCN,WSSS"	"CBN"
"CURVE WALL AT LAVATORY L11 FOUND CRACK"	"WSCB,WSSS"	"WSCB"
"SPACER DOOR ATTD FWBD O/B MISSING 2EA"	"WSSS"	"W101"
"PYLON #2 PRECOOLER FOUND DENT"	"AP"	"AP"
"WASHER LAPBELT ATTD AFT RH MISSING 1EA"	"WSSS"	"W101"
"RESTRAINT SYS 3RD OCCUPANT DIRTY"	"WSLS"	"W501"
"R2 DOOR VIEWER LENS ARMING DISARMING MIS"	"CBN"	"CBN"
"AFT RH DOOR DAMPER LOW PRESS"	"CBN"	"CBN"
"FWD CARGO SIDEWALL NEED REPAINT"	"WSPT"	"WSPT"
"ENG#1 INBOARD FAN COWL INNER SKIN PAINT"	"WSPT"	"EA"
"AFT CARGO FLOOR 161 AF PUNCTURE EX REPAI"	"AP,WSSR"	"AP"
"EXT F/L SKIN BTW FR 69-70 STGR 19LH-20LH DENT"	"AP,NA,STR,WSNC,WSPT"	"AP"
"EXT F/L SKIN BTW FR 75-76 STGR 30LH-31LH"	"STR,WSNC,WSPT"	"STR"
"LH WING SPOILER #4 BONDING TEAR OFF AT I"	"EA"	"EA"
"BONDING BROKEN AT RH FLAP TRACK NO.4"	"AP,EA"	"AP"
"AFT CARGO SIDE FLOOR RH LOWER NO#5"	"AP,WSSR"	"AP"
"PYLON#1 PANEL 454KR RUBBER SEAL TEAR OFF"	"AP"	"AP"
"PYLON#1 PANEL FOUND SCREW BAD CONDITION"	"AP"	"AP"
"RH O/B AFT FLAP INBD ROLLER CARTRIDGE CHAFING"	"AP"	"EA"
"FWD CARGO LH SIDE PLATE, FR28-FR31 HAS C"	"STR"	"EA"
"FWD CARGO LOWER FUSELADGE SKIN FR29-FR30"	"STR"	"EA"
"FWD CARGO LH SIDE PLATE FR24-FR28 HAS CR"	"STR"	"EA"
"THS TRAILING EDGE PANEL 334AB & 344 AB B"	"AP"	"AP"
"BONDING BROKEN AT SPOILER NO.4 LH 1EA"	"EA"	"EA"
"AFT CARGO DOOR PLACARD MANUAL LIFT OPERA"	"WSPT"	"WSPT"
"FUSELAGE PISTON TYPE DRAIN VALVE DAMAGE"	"AP"	"AP"
"APU LIGHT COMPARTMENT 9LJ NOT ILL"	"EA"	"EA"
"ENG #2 CNA DENT AT POSITION 6 O''CLOCK"	"WSNC,WSSR"	"WSNC"
"RH PYLON PANEL 485 BL SEAL BROKEN"	"AP"	"AP"
"RUBBER SEAL OF GAP LINING DOOR WAS TEAR OFF POSITION 3RH"	"CBN"	"CBN"
"ALL OF STRIP INFO LAVATORY PAINT DISCOLO"	"CBN,WSCB,WSSS"	"CBN"
"AFT CARGO LH SIDE PLATE FR 58-FR57 HAS C"	"NA,STR,WSNC"	"EA"
"BACKSHELL POSITION 2H,2C,2G,1E,1F,3K,3F,"	"WSSS"	"WSSS"
"BACKSHELL POSITION SEAT 2H,4C,4H,5K,5A,6"	"WSSS"	"WSSS"
"AFT CARGO RH SIDE PLATE FR 48 HAS CORROD"	"STR,WSNC,WSPT"	"EA"
"BACKREST WIBLING POS 1A"	"WSSE"	"WSSE"
"FWD CARGO DOOR LOCK FITTING NEED NEW COT"	"AP"	"AP"
"ENG #1 BLEED VALVE NOT CLOSE"	"AP,EA"	"AP"
"ALL OF CABIN CARPET DIRTY"	"WSPT,WSSW"	"WSPT"
"SEAL AT PYLON PANEL 471AR WORN OUT"	"AP"	"EA"
"LH WING L/E CLOSEOUT PANEL HAS CHAFFED"	"AP,STR,WSNC"	"AP"
"LH SPOILER EXCESSIVE PLAY NO# 3 OUT OFF LIMIT 1.778 MM"	"AP,WSST"	"AP"
"RH ENGINE MIXED EXHAUST FIRE SEAL NOT PR"	"AP"	"AP"
"(NORDAM FINDING) Eng #1 lh fan cowl Aft"	"AP,WSSR"	"AP"
"BELLY FAIRING SUPPORT CORROSION UNDERNEATH PANEL 193DB FR44"	"STR,WSNC,WSPT"	"STR"
"PAN FLOOR L53 FOUND BROKE"	"CBN,WSCB,WSSS"	"CBN"
"VERSTAB AREAS ACCESS PANEL NEED RE-SEAL"	"STR"	"STR"
"AFT GALLEY OVEN METAL DIVIDER SCREW MISSING"	"CBN"	"CBN"
"FWD CARGO SIDEWALL RH SIDE #2 HAS TEAR"	"AP,STR"	"AP"
"HINGE OF DOOR COMP 515 WAS CORROSION"	"CBN"	"CBN"
"LESSOR FINDING : HANDLE AT FWD GALLEY SURFACE EROSION"	"CBN"	"CBN"
"FIXED ELT HAS BEEN REMOVE FOR SHOP VISIT"	"EA"	"EA"
"AIRCOND SELECTOR KNOB PAINT PEEL OFF"	"EA,WSPT"	"EA"
"LH ENGINE 450 F THERMOSTAT TAKEN FOR PK-"	"AP"	"AP"
"(LESSOR FINDING) RH WING Nav light cover noted with damaged sealant"	"EA"	"EA"
"FWD CARGO RH SIDEPLATE BS500A-500D CORRODED"	"STR,WSNC,WSPT"	"STR"
"CORKSCREW BAD CONDITION"	"WSCB,WSCN"	"WSCB"
