"DESCRIPTION","SKILL","SKILL_ACTIVE","TARGET"
"BUMPER MISSING AND WALL DISBONDING AT GALLEY 6","WSCB","WSCB","9"
"LH WING INNER FUEL TANK BONDING CABLE WORN OUT 14 EA","EA","EA","1"
"RED LATCH GALLEY 6 WAS DIRTY","WSCB","WSCB","9"
"SEAT BELT ATTD SEAT 2RH WAS FRAYED","WSSS","WSSS","5"
"SEAT BELT ATTD SEAT 3RH WAS FRAYED","WSSS","WSSS","5"
"ATTD SEAT 4RH, DRIVE SCREW SEAT PAN MISSING 2EA","WSSS","WSSS","5"
"WATER HEATER FOUND CORROSION AND WATER L","CBN","CBN","2"
"ENG#1 R/H LOWER DOOR PIVOT PLACARD FOUND","WSPT","WSPT","4"
"PROTECTIVE COVER ON RH ELEVATOR TOP SIDE","WSPT","WSPT","4"
"RH LOGO LIGHT AREA PAINT PEEL OFF","WSPT","WSPT","4"
"REF PFR ATA 345133 CLASS 1 DME1(1SD1) SO","EA","EA","1"
"REF PFR ATA 345133 CLASS 1 DME2(1SD2) SO","EA","EA","1"
"RH WING SPOILER NO.5 PAINT EROSION","WSPT","WSPT","4"
"UPPER TRIM OHC FOUND MISSING POST 15ABC","CBN","CBN","2"
"COSMETIC BOX LAVATORY PAINT PEEL OFF POS","CBN,WSCB,WSSS","CBN","2"
"REF HIL C19 PED POWER SEAT 11K U/S","CBN","CBN","2"
"RH WING UNDERWING TANK ACCESS PANEL 650A","STR","STR","3"
"PLATE NUT BROKEN 4EA AT FWD BODY FAIRING","STR","STR","3"
"BULK CARGO SIDEWALL PANEL 162 VW PUNCTUR","AP,WSPT,WSST","AP","0"
"LOWER DECK CARGO COMP STUD NOT INSTALLED","AP","AP","0"
"MANIFOLD HP B 6103JM FOUND BLACK DEPOSIT","AP","AP","0"
"TRIM TANK RH OUTTER PANEL FOUND LEAK","AP,STR,WSPT","AP","0"
"ATTD SEAT DOOR 3RH PAINT PEEL OFF","CBN,WSSS","CBN","2"
"COVER EXIST HANDLE BROKE 14EA","CBN","CBN","2"
"PRESSURE SEAL NOT PROPER INSTALL AT DOOR","CBN","CBN","2"
"R/H WING WEATHER SEAL BETWEEN SLAT#4 AND","AP","AP","0"
"LH MLG DOOR FWD LIP FASTENER LOOSE NEAR","AP,STR","AP","0"
"WASHER SCUFPLATE ON PASSANGER DOOR 1LH A","CBN","CBN","2"
"CDD - MID GALLEY MAT NEED SUPPERT SEALAN","CBN","CBN","2"
"ARMCAP THIRD OCCUPANT LH TEAR OFF","CBN","CBN","2"
"ENG #2 FIRE LOOP AT HOT SECTION AREA FOU","EA","EA","1"
"SEALING COVER SUPPORT ARM POSITION DOOR","CBN","CBN","2"
"BELLY FAIRING STUD AND WASHER BAD CONDIT","AP","AP","0"
"BELLY FAIRING 195DB STUD RECEPTACLE DAMA","STR","STR","3"
"BONDING AT LH WING BROKEN 5EA (574GB 2EA","EA","EA","1"
"WASHBASIN CABINET LAVATORY L54 BROKE INS","CBN,WSCB,WSSS","CBN","2"
"ALL LOCK COVER UPPER DOOR LAV PEEL OFF","WSSS","WSSS","5"
"ALL DRAIN VALVE LAVATORY DIRTY","CBN","CBN","2"
"ENG #2 UPPER MOUNTING FOHE FOUND OVERPLA","AP","AP","0"
"ENG#1 LH THRUST REVERSER FIRE SEAL AT AF","WSST","WSST","9"
"REFUELING DEFUELING CAP CHAIN WAS MISSIN","AP","AP","0"
"LH WING TIP UPPER SURFACE PAINT PEEL OFF","WSPT","WSPT","4"
"RH WING TIP UPPER SURFACE PAINT PEEL OFF","WSPT","WSPT","4"
"FLAP TRACK NO 4 BONDING HAS BROKEN (LH WING)","EA","EA","1"
"(LESSOR FINDING) Co-pilots sliding windo","CBN","CBN","2"
"(LESSOR FINDING) G1 Galley curtain missi","CBN","CBN","2"
"(LESSOR FINDING) G5 Dry store stowage box 504 pull forward slider/ cablenot operating","CBN","CBN","2"
"CREW OXYGEN CYLINDER LOW PRESSURE 1510 P","CBN","CBN","2"
"LH AND RH COKPIT FIXED WINDOWS AT FILLET","STR","STR","3"
"(LESSOR FINDING) Pax Seats L/H Row 10 B both arm rest end caps cracked- replace
","WSSE","WSSE","9"
"(LESSOR FINDING) Pax Seats L/H Row 29 B","WSSE","WSSE","9"
"(LESSOR FINDING) Pax Seats R/H Row 1 DEF in arm table stowage's require cleaninout","WSSE","WSSE","9"
"OBSERVED DENT ON LEADING EDGE LH SLAT #3. DENT (REFF DB #34)","WSNC,WSPT,WSSR","WSSR","9"
"ATA 362216 L WING LOOP B INOP SOURCE BMC 1",,,"9"
"ALL ARMREST LOOSE",,,"9"
"ARMCAP FOUND SCRATCH POST 55HK",,,"9"
"THE SCREW OF DRIMPLE UNDER DOOR COCKPIT","CBN","CBN","2"
"LH ENGINE STRUT PANEL SCREW HAVE BROKEN","AP","AP","0"
"EMPENNAGE-NUMEROUS CONTROL RODS AND ACTU","AP","AP","0"
"FUSELAGE - THE REAR AND FORWARD SUPPORTS FOR BODY FAIRING PANEL 191 BBCORROSION NOTED AT FASTENER LOCATIONS","NA,STR,WSNC","NA","8"
"LH WING THE SEAL BETWEEN SLAT #2 AND #3","AP","AP","0"
"FINDING LESSOR (COCKPIT)","CBN","CBN","2"
"LH ELEVATOR CORROSION ON THE ATTACH LUG","WSSR","WSSR","9"
"LH WING - THE LOWER SURFACE OF THE WING","WSST","WSST","9"
"PANEL TISSUE BOX WAS BROKE LAV 74",,,"9"
"LESSOR FINDING - THE SIDE CLOSE OUT PANE","CBN","CBN","2"
"LH WING - FAIRING 531 CB THE FAIRING HAS","AP","AP","0"
"LH&RH LOWER HORSTAB PANEL NEED SEALANT","STR","STR","3"
"FWD CARGO FLOOR NEED SEALANT","STR","STR","3"
"LH&RH BODY FAIRING NEED SEALANT","STR","STR","3"
"LH ENGINE AND PYLON - FAIRING 477 AL HA","AP,WSST","AP","0"
"RH WING SLAT #4 UPPER SURFACE INNER","STR,WSNC","STR","3"
"RH WING RH#3 SLAT SUSPECT DEEP WEAR NOTE","NA,STR","NA","8"
"RH PYLON SMALL FIRE SEAL SEGMENT PYLON O","AP","AP","0"
"ENG #1 O/B T/R SLEEVE ERRODED","WSPT,WSSR","WSPT","4"
"LH BELLY FAIRING PANEL 191BT PAINT CRACK","WSPT","WSPT","4"
"ENG#1 FAN COWL CORNER EROTION","WSSR","WSSR","9"
"BOTH CREW SLIDING TABLE FOUND PEEL OFF","CBN,WSCN,WSSS","CBN","2"
"KNOB LACTCH STOPER RELEASE SLIDING WINDO","CBN","CBN","2"
"AFT CARGO FLOOR #1 HAS PUNCTURE","AP,STR,WSPT","EA","1"
"AFT CARGO FLOOR #2 HAS PUNCTURE","AP,STR,WSPT","EA","1"
"DRAIN MAST NEAR ACM BAY PAINT PEEL OFF","WSPT","EA","1"
"FWD CARGO FLOOR#2 HAS PUNCTURE","AP,STR,WSPT","EA","1"
"FWD CARGO CEILING SHROUD RH#5 HAS TEAR","AP,WSPT,WSSR","EA","1"
"AFT CARGO SIDE 152 DW HAS PUNCTURE","AP,WSPT,WSSR","AP","0"
"AFT CARGO FLOOR BOARD 151 DF HAS PUNCTUR","AP,WSSR","AP","0"
"THE SEAL AT TRAILING EDGE PANEL 191 BT H","AP,STR","AP","0"
"AFT CARGO CUTOUT LOWER PLATE(THRESHOLD)","STR,WSNC,WSPT","STR","3"
"RH WING SPOILER #7 UPPER AREA PAINT PEEL","WSPT","EA","1"
"COVER AT LH CONDENSER NOT INSTALLED","EA","EA","1"
"G#5 MOSTLY LIST TRIM PROFILE DIRTY","CBN,WSCB","CBN","2"
"BONDING AT RH FLAP TRACK FAIRING #2 BROK","EA","EA","1"
"THE SLIDE RAFT COVER FWD RH DOOR WAS DIS","CBN,NA,WSCN,WSSS","CBN","2"
"RH MLG FWD TRUNION ATTACHMENT FITTING BE","AP","AP","0"
"HANDSET OF FWD I/B ATTD SEAT WAS UNPROPE","WSSS","WSSS","5"
"BONDING AT AFT CARGO DOOR BROKEN 1 EA","EA","EA","1"
"FWD BELLY FAIRING PANEL 193AB 25 EA STUDS AND WASHERS DAMAGE","AP","AP","0"
"LH WING LET ANGLE PAINT BAD CONDITION","WSPT","WSPT","4"
"LH WING FLAP TRACK 2 NICK 3 MM","WSST","WSST","9"
"LOWER BUMPER AND INSERT BROKE AT GALLEY 6","WSCB","WSCB","9"
"NAVIGATION DATA BASE (NDB) HAS OUT OF DA","EA","EA","1"
"RH UPPER WING I/B SIDE PAINT PEEL OFF","WSPT","WSPT","4"
"R ENG ESN 697437 - REAR FAN CASE STRUT A","AP","AP","0"
"L ENG ESN 697428 - INLET FAN ABRADABLE S","AP","AP","0"
"CREW OXYGEN DISCHARGE GREEN DISC DISCOLO","AP","AP","0"
"ATTD SEAT 1 LH INBOARD PAINT PEEL OFF","CBN,WSSS","CBN","2"
"ROD SUPPORT CORROSION AT ACCESS PANEL 149CB LOWER BELLY FAIRING","AP","AP","0"
"G#5 513 521 RETAINER LATCH N/A","CBN","CBN","2"
"BULK CARGO FLOOR 162 CF PUNCTURE","AP,WSPT,WSST","AP","0"
"AFT CARGO SIDEWALL 151 JW SURFACE DAMAGE","AP,WSPT,WSST","AP","0"
"ATA 383117 CLASS 2 DELTA PRESS SNSR L(11","CBN","CBN","2"
"ENG#1 L/H PIVOT DOOR HOIST POINT PLACARD","WSPT","WSPT","4"
"FWD CARGO DOOR LINING TEAR","WSPT,WSSR","WSPT","4"
"RH WING SPOILER #4 LEADING EDGE ERRODED","WSPT,WSSR","WSPT","4"
"POTABLE WATER SVC PANEL BONDING BROKEN","EA","EA","1"
"PRINTER PAPER EMPTY","EA","EA","1"
"AFT CARGO BALLMATE PANEL BALL UNIT BROKE","AP,WSPT,WSST","AP","0"
"AFT CARGO FLOOR PANEL 151AF PUNCTURE","AP,WSPT,WSST","AP","0"
"SNUBBER DOOR LAVATORY WEAK POS.L61,62","CBN","CBN","2"
"REF HIL C18 BABBY BASSINET NO.19015 HAS","CBN,WSLS","CBN","2"
"REF HIL C20 BABBY CRADLE NO.411 HAS BEEN","CBN,WSLS","CBN","2"
"BULK CARGO FLOOR PANEL 161 FF PUNCTURE","AP,WSPT,WSST","AP","0"
"HYD LINE CLAMP BROKEN PN NSA5516CA28N 2E","AP","AP","0"
"ATTD SEAT DOOR 2LH FWD PAINT PEEL OFF","CBN,NA,WSSS","CBN","2"
"ENG#1 PRESSURE LINE BLUE SYSTEM WAS LEAK","AP","AP","0"
"BELOWS AT RH PLENUM CHAMBER BROKEN","EA","EA","1"
"COVER SELECTOR BROKE AT DOOR 4LH","CBN,WSCB,WSSS","CBN","2"
"R/H WING INB. WATER DRAIN VALVE SIGN OF LEAK 5 EA","AP","AP","0"
"NUMEROUS PROXIMITY LIGHT GALLEY BAD COND","CBN","CBN","2"
"RH ELEVATOR T/E FOUND PORE FILLER EROSIO","WSPT,WSST","WSPT","4"
"RH ACM PLENUM DELAMINATED","EA","EA","1"
"ENGINE 1 O/B C DUCT SUPPORT ROD BRACKET","AP","AP","0"
"ENG #1 CNA FOUND RIVETS LOOSE 15EA AT UP","WSPT,WSST","WSPT","4"
"ENG#1 PLUG HOIST POINT LH FAN COWL NOT I","AP","AP","0"
"PLASTIC BAGS OF ADULT LIFE VESTs IN PASS","CBN","CBN","2"
"ALL STRIP INFO PANEL LAV PAINT PEEL OFF","CBN,WSCB,WSSS","CBN","2"
"CEILING AFT GALLEY PAINT PEEL OFF","CBN,WSCB,WSSS","CBN","2"
"BLUE HP MANIFOLD (6103 JM) FOUND BLACK D","AP","AP","0"
"AFT CARGO DOOR ACT BONDING CABLE BROKEN","EA","EA","1"
"RH MLG DOOR ACTUATOR FITTING PLAIN BUSHI","AP","AP","0"
"DURING C-CHECK OBSERVED ON RH INBD SLAT #1 B/W RIB TRACK 1 AND RIB WFX 440. (REFF DB #25)","NA,WSNC,WSPT,WSSR","WSSR","9"
"RH WING SLAT #3 DENT AT I/B SIDEWIDTH : 37,95 mmLENGTH: 67,14 mmDEPTH :0,65 mm","AP,WSNC,WSST","AP","0"
"DURING C-CHECK AT JORAMCO MINOR DENTS OBSERVED ON LH I/B FLAP LOWER SURFACE TE ZONE 2 BETWEEN RIB 4 AND RIB #8 (REFF DB #41)","WSSR","W305","9"
"(LESSOR FINDING) Pax Seats R/H Row 11 E arm rest assembly loose/ broken","WSSE","WSSE","9"
"(LESSOR FINDING) AFT POTABLE WATER SERVI","AP,STR","AP","0"
"(LESSOR FINDING) No.1 Eng NOTE ONLY two existing repairs noted on intakeskin, one @ 6 o'clock position and one @ 3 o'clock position","WSSR","WSSR","9"
"(LESSOR FINDING) FORWARD CARGO BAY SCUFF","AP,WSSR","AP","0"
"(LESSOR FINDING) FORWARD CARGO NET TIE D","AP","AP","0"
"MANUAL RELEASE TOOL NOT COMPLETE","CBN","EA","1"
"LH WING SLAT SEAL I/B #5 HAS BROKE",,"AP","0"
"RH WING ALL SPOILER UPPER SURFACE PAINT","WSPT","WSPT","4"
"The cargo tie down plate at FR 30 has su","STR","STR","3"
"The floor support and attachment interco","STR","STR","3"
"SUSPECT DEEP WEAR ( CHAMFER ) NOTED IN","AP,NA,STR,WSNC","AP","0"
"FINDING LESSOR - HANDRAIL FINISHING POOR","WSSS","WSSS","5"
"FINDING LESSOR - THE DOOR ON TRASH CONTA","CBN","CBN","2"
"AFT Cargo Floor support intercostal FR 5","NA","NA","8"
"AFT Cargo Frame Clip between STR 44 and","STR","STR","3"
"LH ENG OTBD FAN COWL T/E RUB STRIPS ARE","WSSR","WSSR","9"
"LH ENGINE CORROSION NOTED ON THE PYLON T","WSSR","WSSR","9"
"LH THS UPPER SURFACE PANEL 344 BT MULTIP","AP,WSNC,WSPT,WSSR","AP","0"
"RH AILERON OUTBD BONDING WIRES ARE DAMAG","EA","EA","1"
"FUSELAGE - FLUSH PATCH FR 22-23 STRG 43R","NA,STR,WSNC","NA","8"
"FUSELAGE - THE L2 DOOR CABIN PRESSURE SE","CBN","CBN","2"
"FUSELAGE - THE L2 DOOR WINDOW IS SCRATCH","CBN","CBN","2"
"REFUELING PANEL SPRING LATCH HAS BROKEN","AP","AP","0"
"REF ASDCS - LH HORSTAB LEADING EDGE DENT","AP,STR,WSNC,WSPT,WSSR","AP","0"
"RH AND LH INLET SWING PEEL OFF AND ITS P","WSPT","WSPT","4"
"LH FWD ENTRY DOOR BLANKING CAP ""TO OPEN.","WSPT","WSPT","4"
"BILGE DRAIN STA 500B CORROSION","AP,STR,WSNC,WSPT","AP","0"
"LAV A WASHBASIN DOOR FOUND CARACK AROUND","CBN,WSCN,WSSS","CBN","2"
"LH ENG INB FAN COWL RETAINERS ON FWD AND","AP,STR","AP","0"
"TOILET SERVICE PANEL SKIN CORROSION","STR,WSNC,WSPT","EA","1"
"AFT CARGO SILLWEB COVER HAS MULTIPLE DEN","AP,WSPT,WSSR,WSST","EA","1"
"LH PYLON THE CROSS BEAM WITH FIRE SEAL A","AP","AP","0"
"UPPER TRIM OVHD BIN MISS POST 18ABC","CBN","CBN","2"
"FWD LH DOOR LINING WAS DISCOLORATION","CBN,WSCN,WSSS","CBN","2"
"MID CABIN FR 32 - 33 Y1456 SEAT TRACK CORROSION","STR","STR","3"
"LH ELEVATOR BETWEEN RIB 7 AND RIB 8 SCREW NO 23","WSPT,WSST","WSPT","4"
"20 EA RECEPTACLE WAS BROKEN AT FWD LOWER BELLY FAIRING PANEL 193 DB","STR","STR","3"
"AFT CARGO BALLMAT TRF PANEL 151ZF FOUND CRACK","AP,WSPT,WSST","AP","0"
"FWD BELLY FAIRING PANEL196EB 24 EA STUDS AND WASHERS DAMAGE","AP","AP","0"
"FOUND LEAK AT PNEUMATIC LATCH PASSANGER OXYGEN CONTAINER POS. 25AB","CBN","CBN","2"
"BOTTOM COVER 3RD OCCUPANT TORN","WSSS","WSSS","5"
"LOWER PANEL COMPARTMENT GALLEY 6 WAS BROKE","WSCB","WSCB","9"
"BOTH L & R ENG - ESN 697428 AND ESN 6974","AP","AP","0"
"BRAKE DUAL VALVE FOUND LEAK FROM DRAIN P","AP","AP","0"
"SCREW LAUVER NOT INSTALL QTY: 5EA AT L14","CBN","CBN","2"
"FUSELAGE BILGE DRAIN VALVE HAS BROKEN","AP","AP","0"
"NOSE LANDING GEAR DOOR FIX DOOR RUBBER S","AP","AP","0"
"PANEL TISSUE SEAT COVER EX REPAIR AT L54","CBN","CBN","2"
"PANEL 212QW PAINT PEEL OFF","CBN,WSCB,WSSS","CBN","2"
"LOWER SHROUD ARMREST LH SIDE THIRD OCCUP","CBN,WSSS","CBN","2"
"LAV E AND D SCREW ATTACHMENT SHROUD NOT","CBN","CBN","2"
"FUSELAGE PISTON TYPE WATER DRAIN VALVE B","AP","AP","0"
"LENS COVER NOT PROPER AT LAV L11","WSCB,WSSS","WSCB","9"
"CAP SCREW ON SIDEWALL AFT LH NOT COMPLAT","CBN","CBN","2"
"LH ENG ANTI-ICE VLV P/N 326975 NOT COMPL","AP","AP","0"
"LH ENG DRAIN MAST P/N 740-5284-501 NOT C","AP","AP","0"
"AFT CARGO ROLLER TRACK #6 CORRODED","AP,NA,STR","AP","0"
"LH WING ALL SLAT PATCH COVER MISSING 14","AP","AP","0"
"RH WING FLAP TRACK #3 FIX CANOE FOUND ER","AP,WSPT,WSST","AP","0"
"LH BODY FAIRING SEAL PANEL 191BT BROKEN","AP","AP","0"
"AFT CARGO ROLLER TRACK #22 CORRODED","AP,NA,STR","AP","0"
"INDICATOR HOT FLOOR DISCOLORATION AT DOO","WSSS","WSSS","5"
"LH WING SLAT #2 INB RUBBER SEAL TEAR OFF","AP","AP","0"
"LH MLG DOOR STOP FITTING NO.3 CHAFING","STR,WSNC,WSPT","STR","3"
"BELLY FAIRING PANEL AREA SCREW HEAD NEED","WSPT","WSPT","4"
"NEED SPARE PAPER PRINTER 3 ROLL","EA","EA","1"
"CDD - 20B ARM REST FADING","CBN","CBN","2"
"ENG 1 CNA STRUT OVERPLAY POST 8"" <(>&<)>","AP,WSST","AP","0"
"ENG#2 ACCAUSTIC PANEL PUNCTURE SEVERAL P","WSST","WSST","9"
"DOOR 1RH,POINTER DOOR DAMPER INDICATOR F","CBN","CBN","2"
"ENGINE 2 FAN AIR VALVE THERMOSTAT LEAK D","AP","AP","0"
"AFT CARGO DOOR PANEL STUD 5 EA <(>&<)> W","AP","AP","0"
"RECIRCULATION FILTER AT FWD CARGO COMP D","EA","EA","1"
"SEALING FORWARD OF SELECTOR ARM DISARM H","CBN","CBN","2"
"WASH BASIN PANEL LAV L53, L54, L61,L62,","CBN,WSCB,WSSS","CBN","2"
"SCREW LANYARD MIRROR LAV MISSING 5EA","CBN","CBN","2"
"SHROUD ASSY E1/E5 TAKEN FOR PK-GFE (REF","EA","EA","1"
"AFT CARGO SIDEWALL 151 FW PUNCTURE","AP,WSPT,WSST","AP","0"
"(LESSOR FINDING) Third occupants seat ba","CBN","CBN","2"
"(LESSOR FINDING) Passenger oxygen drop down panel at seat row 26 ABC hasa brokenlatch- replace","CBN","CBN","2"
"(LESSOR FINDING) Pax Seats L/H Row 8 B s","WSSE","WSSE","9"
"(LESSOR FINDING) Pax Seats L/H Row 15 B arm rest end cap cracked- replace","WSSE","WSSE","9"
"EXT F/L SKIN AT FR2 STGR 36R LIGHTNING S","STR,WSNC,WSPT","STR","3"
"(LESSOR FINDING) Lav D Toilet bowl spray","CBN","CBN","2"
"DURING C-CHECK A DEFORMATION ON RH INBD SLAT INBD RIB END OBSERVED DENTED. (REFFDB #21)","WSSR","W305","9"
"DURING C CHECK AT GAT,HYDERABAD OBSERVED","STR,WSNC,WSPT","STR","3"
"DENT ON LEADING EDGE LH SLAT #3 IN AREA 3. (REFF DB #36)","WSNC,WSPT,WSSR","WSSR","9"
"EXT FS SKIN AT FR 4 RH UPPER SIDE LIGHTNING STRIKE ON FASTENER","STR,WSNC,WSPT","GAH406S1","9"
"RH WING TANK PANEL RIB 34 TO WINGTIP GAS","AP","AP","0"
"(LESSOR FINDING) Lower L band antenna ha","EA,WSPT","EA","1"
"(LESSOR FINDING) NO.1 ENG I/B T/R HYDRAU","AP","AP","0"
"AFT CARGO LOWER SIDE FLOOR RH#2","WSSR","WSSR","9"
"LESSOR FINDINGLOC. : WHEEL WELL RHLESSOR COMMENT : CLEAN GLASSENGINE FIREBOTTLE GAUGE INDICATORS VERY DIRT UNABLE TO READ QUANTITY","AP","AP","0"
"LH WING OUTER FIXED LEADING EDGE FOUND P",,,"9"
"SPLASH GUARD NOT INSTALLED POST. L35",,,"9"
"POTABLE WATER SERVICE PANEL CORROSION","STR,WSPT","STR","3"
"CML C37 INSERT NUT HINGE DOOR MODULE GLY",,,"9"
"RH MLG FLOOD LIGHT NOT ILL","EA","EA","1"
"REF AML SEQ 94: ONE OF LH NAV LIGHT NOT","EA","EA","1"
"TABLE FOUND INK STAIN POST 22C,21K,23K,2",,,"9"
"CML C31 SHOUDER HARNESS CAPT.SEAT WAS WEAK PN ASSY SEAT:TAAI3-03PE21-01",,,"9"
"CML C32 LUMBAR MECHANICAL CABLE F/O WAS CUT OFF,SHOULDER HARNESS SEATBELT F/OWAS FRAYED,ARM REST CAP SEAT F/O WAS PEEL OFF",,,"9"
"CML C36 SCREW HINGE DOOR AT GLY MODULE W",,,"9"
"EXT F/S SKIN AT STA 1014 AND STGR 26R CO","STR,WSNC,WSPT","STR","3"
"ENG 2 LH FAN COWL DINAMIC SEAL TORN POS",,,"9"
"ENG 2 IDG GASKET LEAK",,,"9"
"SEAT ARMREST POST 36A, 35K FOUND DISCOLO",,,"9"
"REF. DDL ITEM NO. 190069, ""SEAT 1A PCU I",,,"9"
"WASTE LINE BYPASS CHECK VALVE RH BROKE",,,"9"
"LH WING MOVEABLE FAIRING #4 PANEL 533AT MISSING 1 SCREW",,,"9"
"AFT CARGO DOOR LINING AFT SIDE HAS BEEN CRACK",,,"9"
"LH WING UPPER SURFACE PAINT PEELED OFF","WSPT","WSPT","4"
"LH WING TANK PANEL SURFACE PAINT HAS PEE","WSPT","WSPT","4"
"DOOR STOWAGE ATTD SEAT FWD O/B WAS CRACK",,,"9"
"SEATBELT FOUND FRAYING POST 55AC",,,"9"
"GALLEY #8 AIR CHILLER INOPERATIVE",,,"9"
"RH ALL SLAT PANEL PAINT HAS PEEL OFF",,"WSPT","4"
"LH WING SPOILER #2 BONDING JUMPER BROKEN 1EA AT I/B POSITION",,,"9"
"RAT DOOR RUBBER SEAL WAS TEAR OFF",,,"9"
"WEATHER SEAL OF ALL COCKPIT WINDOWS ERRO",,,"9"
"REF CML C70 DOOR STOWAGE ATTD SEAT WEAK",,,"9"
"RH WING AERODYNAMIC SEAL SLAT 6-7 BAD CONDITION",,,"9"
"CABIN AREA FR 34 - 37 (-Y1460) SEAT TRAC","NA,STR,WSST","NA","8"
"LH WING FUEL PUMP FAIRING PLATE NUT BROK",,,"9"
"LH WING FUEL PUMP FAIRING CLIP NUT BROKEN 1EA",,,"9"
"FWD CARGO SIDEWALL STUD NOT INSTALL 50EA",,,"9"
"WHEEL #1 WAS DEEP CUT",,,"9"
"PYLON#2 PNL 464BL RUBBER SEAL TORN OFF",,,"9"
"LH HORSTAB BONDING BOLT AND NUT ABOVE PANEL 334AB CORROSION 6EA",,,"9"
"C80 B2 FLOOR PANEL 251 CF WAS DELAMINATE",,,"9"
"C96 B2 FLOOR PANEL 232 PF WAS DELAMINATE",,,"9"
"C00 B3 FLOOR PANEL 231 TF WAS DELAMINATE",,,"9"
"C54 B3 FLOOR PANEL 232 WF WAS PUNCTURE",,,"9"
"REC CML C65 SCREW POT REFILL WASTE SERVICE PANEL CORROSION",,,"9"
"CABIN AREA FR 30.5 - 34.5 (-Y 2462) SEAT TRACK CORROSION",,,"9"
"REF CML C89 DOOR GALLEY FOUND SCRATCH PO",,,"9"
"RH MLG PLASTIC MILLAR AT BOGIE BEAM STOP PAD BAD CONDITION",,,"9"
"BULK CARGO DOOR SKIN GOUGE AT AFT LOWER","NA,STR,WSNC,WSPT","NA","8"
"LH COCKPIT WINDSHIELD LIP SEAL ERROSION AT AFT UPPER CORNER",,,"9"
"REF CML C79 FLOOR COCKPIT FIN 271KF BUSHING WAS CORROSION",,,"9"
"ENG#1 INBD T/R FIRE SEAL TEAR OFF AT UPPER AFT",,,"9"
"PLAT NUT BROKEN 3 EA AT RH HORSTAB",,,"9"
"REF CML C09 LAMINATE OF SIDEWALL WERE SC",,,"9"
"REF CML C12 FWD WALL LAVATORY L63 FOUND",,,"9"
"LH WING TANK PANEL 541FB SEVERAL SCREWS STUCK. NEED SCREWS 10 EA.",,,"9"
"LH WING TANK PANEL 541PB SEVERAL SCREWS STUCK, NEED SCREWS 10 EA.",,,"9"
"SEAT TRACK CORROSION AT BETWEEN FR 53.5",,,"9"
"REF CML C41 ALL MAGAZINE BOX WERE PAINT PEEL OFF",,,"9"
"AFTER PERFORM JC 802715198 NEED NEW O-RING AND GASKET FOR INSTALL ACCESSPANEL 641QB",,,"9"
"L34 TOILET ASSY CLAMPSHELL PACKING 4 EA TEAR OFF",,,"9"
"ENG #1 LH T/R SURFACE CORROSION AT HINGE",,,"9"
"AFT CARGO PDU ROLLER HAS BROKEN AT FIN 1402 MY221 RH SIDE, 1402 MY121 RHSIDE,1403 MY121 LH SIDE, 1501 MY121 LH SIDE, 1502 MY221 LH SIDE, 1503MY121 RH, 1515",,,"9"
"FLOOR PANEL POS. FR.C50- C51 3 FROM R/H DELAMINATE",,,"9"
"DADO PANEL BROKE POS.ZONE A 4LH",,,"9"
"CML C78B4 FLOOR PANEL 221AF WAS DELAMINATE",,,"9"
"PANEL CEILING DOOR 3RH FWD FOUND PAINT",,,"9"
"RH AFT MOVABLE FAIRING LINK ASSY BEARING",,"AP","0"
"CML C62 B4 FLOOR PANEL 252KF WAS DELAMINATE",,,"9"
"RH WING KINK FLAP SEAL I/B UPPER SIDE HAS TEAR OFF",,,"9"
"CABLE BONDING DOOR WASTE SERVICE PANEL FRAYING",,,"9"
"CML C83 B4 FLOOR PANEL WAS DELAMINATE POSITION FR 53.4-FR 53.9 RH .",,,"9"
"CML C92 B4 FLOOR PANEL 262DF WAS DELAMINATE",,,"9"
"INSERT NUT TRIM DOOR GALLEY POS. 838 BRO",,,"9"
"ENG#2 RH FAN COWL BRACKET CHAFFING AND COTTER PIN NOT INSTALL",,,"9"
"ENG#2 RH FAN COWL INNER SIDE EROSION",,,"9"
"WASHER STUD 400 BAD CONDITION",,,"9"
"BULK CARGO SIDEWALL STUD BAD CONDITION 100EA",,,"9"
"SLEEVE UPPER TEMP CONTROL VALVE RH ACM TEAR OFF",,,"9"
"LH WING O/B FLAP SEAL BROKEN",,,"9"
"LH WING BUMPER COVER SLAT BROKEN 15 EA",,,"9"
"RH WING TANK PANEL 642HB SCREW STUCK 10E",,,"9"
"PYLOMN #1 PRECOOLER PANEL CRACK AT SEVER",,,"9"
"RH ELEVATOR CONNECTOR FIN 76QT2-A CORROSION",,,"9"
"THE CONTAINER BOX OF POB PAINT PEEL OFF",,,"9"
"LH WING SLAT PANEL 523JB EROSION",,,"9"
"RH UPPER ATC ANTENNA PAINT PEEL OFF",,,"9"
"C49 B5 FAUCET L74 LEAK FROM TAP",,,"9"
"ENG #1 HYD TUBING EDP GREEN RETURN BAD CONTACT",,,"9"
"PYLON # 2 AFT LOWER FAIRING RIVETS LOOSE AT SEVERAL PLACES",,,"9"
"BOLT AND NUT APU DUCT ROD NEAR DOWNSTREAM CHECK VALVE HEAVY CORROSION",,,"9"
"C68 B5 DECOR LAMINATE INSIDE LAVATORY L61 WAS DENT",,,"9"
"ENG#1 FAN BLADE NO 10 STRAP LOCK BROKEN 1EA (ETOPS)",,,"9"
"ENG #1 ANNULUS FILLER #15 RUBBER SEAL BROKEN",,,"9"
